,outflow_state,outflow_county,outflow_n1,outflow_n2,agi_x,inflow_state,inflow_county,inflow_n1,inflow_n2,agi_y
5150,TX,Loving County Total Migration-US and Foreign,-1,-1,-1,TX,Loving County Total Migration-US and Foreign,-1,-1,-1
5151,TX,Loving County Non-migrants,28,62,2788,TX,Loving County Non-migrants,28,62,2788
5152,TX,Lubbock County Total Migration-US and Foreign,6957,12785,335452,TX,Lubbock County Total Migration-US and Foreign,7102,13799,355917
5153,TX,Lubbock County Non-migrants,97730,210419,6754798,TX,Lubbock County Non-migrants,97730,210419,6754798
5154,TX,Lynn County Total Migration-US and Foreign,135,321,5526,TX,Lynn County Total Migration-US and Foreign,170,430,12307
5155,TX,Lynn County Non-migrants,1846,4345,110279,TX,Lynn County Non-migrants,1846,4345,110279
5156,TX,McCulloch County Total Migration-US and Foreign,188,383,8121,TX,McCulloch County Total Migration-US and Foreign,209,430,9485
5157,TX,McCulloch County Non-migrants,2719,5898,140137,TX,McCulloch County Non-migrants,2719,5898,140137
5158,TX,McLennan County Total Migration-US and Foreign,5191,10007,252360,TX,McLennan County Total Migration-US and Foreign,5386,10860,298604
5159,TX,McLennan County Non-migrants,82578,182576,5109999,TX,McLennan County Non-migrants,82578,182576,5109999
5160,TX,McMullen County Total Migration-US and Foreign,32,64,1398,TX,McMullen County Total Migration-US and Foreign,26,46,1263
5161,TX,McMullen County Non-migrants,295,611,34323,TX,McMullen County Non-migrants,295,611,34323
5162,TX,Madison County Total Migration-US and Foreign,270,566,11311,TX,Madison County Total Migration-US and Foreign,293,589,13064
5163,TX,Madison County Non-migrants,3869,8884,222741,TX,Madison County Non-migrants,3869,8884,222741
5164,TX,Marion County Total Migration-US and Foreign,308,654,11388,TX,Marion County Total Migration-US and Foreign,280,587,12645
5165,TX,Marion County Non-migrants,2995,6216,139390,TX,Marion County Non-migrants,2995,6216,139390
5166,TX,Martin County Total Migration-US and Foreign,142,312,12287,TX,Martin County Total Migration-US and Foreign,153,349,8563
5167,TX,Martin County Non-migrants,1647,4031,191313,TX,Martin County Non-migrants,1647,4031,191313
5168,TX,Mason County Total Migration-US and Foreign,90,182,4372,TX,Mason County Total Migration-US and Foreign,113,233,7504
5169,TX,Mason County Non-migrants,1508,3285,86725,TX,Mason County Non-migrants,1508,3285,86725
5170,TX,Matagorda County Total Migration-US and Foreign,915,2029,51285,TX,Matagorda County Total Migration-US and Foreign,819,1735,44546
5171,TX,Matagorda County Non-migrants,12099,27691,753905,TX,Matagorda County Non-migrants,12099,27691,753905
5172,TX,Maverick County Total Migration-US and Foreign,869,2014,32697,TX,Maverick County Total Migration-US and Foreign,698,1584,24751
5173,TX,Maverick County Non-migrants,19802,52480,811341,TX,Maverick County Non-migrants,19802,52480,811341
5174,TX,Medina County Total Migration-US and Foreign,1211,2551,58822,TX,Medina County Total Migration-US and Foreign,1435,3160,78910
5175,TX,Medina County Non-migrants,15499,34967,1008858,TX,Medina County Non-migrants,15499,34967,1008858
5176,TX,Menard County Total Migration-US and Foreign,36,71,1153,TX,Menard County Total Migration-US and Foreign,44,89,2853
5177,TX,Menard County Non-migrants,702,1485,29126,TX,Menard County Non-migrants,702,1485,29126
5178,TX,Midland County Total Migration-US and Foreign,5550,11577,548096,TX,Midland County Total Migration-US and Foreign,6623,13966,580266
5179,TX,Midland County Non-migrants,55303,128688,8083422,TX,Midland County Non-migrants,55303,128688,8083422
5180,TX,Milam County Total Migration-US and Foreign,611,1306,24910,TX,Milam County Total Migration-US and Foreign,658,1413,32857
5181,TX,Milam County Non-migrants,8090,18190,431278,TX,Milam County Non-migrants,8090,18190,431278
5182,TX,Mills County Total Migration-US and Foreign,107,218,4638,TX,Mills County Total Migration-US and Foreign,93,219,4732
5183,TX,Mills County Non-migrants,1636,3520,109736,TX,Mills County Non-migrants,1636,3520,109736
5184,TX,Mitchell County Total Migration-US and Foreign,169,358,7115,TX,Mitchell County Total Migration-US and Foreign,143,305,6830
5185,TX,Mitchell County Non-migrants,2133,4870,119487,TX,Mitchell County Non-migrants,2133,4870,119487
5186,TX,Montague County Total Migration-US and Foreign,486,1004,20500,TX,Montague County Total Migration-US and Foreign,636,1371,38370
5187,TX,Montague County Non-migrants,6414,14380,375967,TX,Montague County Non-migrants,6414,14380,375967
5188,TX,Montgomery County Total Migration-US and Foreign,15896,32081,1295890,TX,Montgomery County Total Migration-US and Foreign,21194,44905,1792445
5189,TX,Montgomery County Non-migrants,181177,429905,19602627,TX,Montgomery County Non-migrants,181177,429905,19602627
5190,TX,Moore County Total Migration-US and Foreign,740,1653,33485,TX,Moore County Total Migration-US and Foreign,513,1107,18550
5191,TX,Moore County Non-migrants,7034,17678,356653,TX,Moore County Non-migrants,7034,17678,356653
5192,TX,Morris County Total Migration-US and Foreign,332,736,12349,TX,Morris County Total Migration-US and Foreign,338,747,12428
5193,TX,Morris County Non-migrants,4075,8797,187181,TX,Morris County Non-migrants,4075,8797,187181
5194,TX,Motley County Total Migration-US and Foreign,39,90,1537,TX,Motley County Total Migration-US and Foreign,27,56,1304
5195,TX,Motley County Non-migrants,384,828,15683,TX,Motley County Non-migrants,384,828,15683
5196,TX,Nacogdoches County Total Migration-US and Foreign,1538,2987,57494,TX,Nacogdoches County Total Migration-US and Foreign,1358,2653,54719
5197,TX,Nacogdoches County Non-migrants,19086,42402,1101243,TX,Nacogdoches County Non-migrants,19086,42402,1101243
5198,TX,Navarro County Total Migration-US and Foreign,1115,2308,52404,TX,Navarro County Total Migration-US and Foreign,1284,2823,65036
5199,TX,Navarro County Non-migrants,15592,36726,817707,TX,Navarro County Non-migrants,15592,36726,817707
5200,TX,Newton County Total Migration-US and Foreign,325,691,15338,TX,Newton County Total Migration-US and Foreign,332,749,17096
5201,TX,Newton County Non-migrants,3660,8420,192524,TX,Newton County Non-migrants,3660,8420,192524
5202,TX,Nolan County Total Migration-US and Foreign,384,819,18319,TX,Nolan County Total Migration-US and Foreign,344,760,15651
5203,TX,Nolan County Non-migrants,4807,10887,263489,TX,Nolan County Non-migrants,4807,10887,263489
5204,TX,Nueces County Total Migration-US and Foreign,8002,15381,423786,TX,Nueces County Total Migration-US and Foreign,7332,14383,374722
5205,TX,Nueces County Non-migrants,116345,250233,6858182,TX,Nueces County Non-migrants,116345,250233,6858182
5206,TX,Ochiltree County Total Migration-US and Foreign,241,555,11527,TX,Ochiltree County Total Migration-US and Foreign,185,478,7223
5207,TX,Ochiltree County Non-migrants,3149,8572,225943,TX,Ochiltree County Non-migrants,3149,8572,225943
5208,TX,Oldham County Total Migration-US and Foreign,63,130,3161,TX,Oldham County Total Migration-US and Foreign,59,143,2770
5209,TX,Oldham County Non-migrants,701,1646,42561,TX,Oldham County Non-migrants,701,1646,42561
5210,TX,Orange County Total Migration-US and Foreign,2235,4618,113878,TX,Orange County Total Migration-US and Foreign,1804,3771,87181
5211,TX,Orange County Non-migrants,27022,61418,1791638,TX,Orange County Non-migrants,27022,61418,1791638
5212,TX,Palo Pinto County Total Migration-US and Foreign,742,1508,36848,TX,Palo Pinto County Total Migration-US and Foreign,865,1818,54796
5213,TX,Palo Pinto County Non-migrants,9019,19913,521199,TX,Palo Pinto County Non-migrants,9019,19913,521199
5214,TX,Panola County Total Migration-US and Foreign,478,1041,22943,TX,Panola County Total Migration-US and Foreign,523,1137,24339
5215,TX,Panola County Non-migrants,7634,17406,475473,TX,Panola County Non-migrants,7634,17406,475473
5216,TX,Parker County Total Migration-US and Foreign,4236,8812,329294,TX,Parker County Total Migration-US and Foreign,5958,13081,459363
5217,TX,Parker County Non-migrants,45008,105309,4043769,TX,Parker County Non-migrants,45008,105309,4043769
5218,TX,Parmer County Total Migration-US and Foreign,257,651,12174,TX,Parmer County Total Migration-US and Foreign,201,493,7999
5219,TX,Parmer County Non-migrants,3036,7871,137498,TX,Parmer County Non-migrants,3036,7871,137498
5220,TX,Pecos County Total Migration-US and Foreign,375,789,19523,TX,Pecos County Total Migration-US and Foreign,356,767,18286
5221,TX,Pecos County Non-migrants,4529,10612,301284,TX,Pecos County Non-migrants,4529,10612,301284
5222,TX,Polk County Total Migration-US and Foreign,2132,4354,133235,TX,Polk County Total Migration-US and Foreign,2750,5522,210761
5223,TX,Polk County Non-migrants,17663,37092,1046550,TX,Polk County Non-migrants,17663,37092,1046550
5224,TX,Potter County Total Migration-US and Foreign,4392,9024,195398,TX,Potter County Total Migration-US and Foreign,3726,7423,158867
5225,TX,Potter County Non-migrants,36969,82626,2149711,TX,Potter County Non-migrants,36969,82626,2149711
5226,TX,Presidio County Total Migration-US and Foreign,244,657,10915,TX,Presidio County Total Migration-US and Foreign,147,308,7088
5227,TX,Presidio County Non-migrants,2646,7051,124868,TX,Presidio County Non-migrants,2646,7051,124868
5228,TX,Rains County Total Migration-US and Foreign,333,672,14065,TX,Rains County Total Migration-US and Foreign,449,971,29296
5229,TX,Rains County Non-migrants,3428,7565,192209,TX,Rains County Non-migrants,3428,7565,192209
5230,TX,Randall County Total Migration-US and Foreign,4791,9306,245881,TX,Randall County Total Migration-US and Foreign,4985,10101,257519
5231,TX,Randall County Non-migrants,45684,100815,3609729,TX,Randall County Non-migrants,45684,100815,3609729
5232,TX,Reagan County Total Migration-US and Foreign,85,204,4862,TX,Reagan County Total Migration-US and Foreign,87,195,4052
5233,TX,Reagan County Non-migrants,1092,2851,84244,TX,Reagan County Non-migrants,1092,2851,84244
5234,TX,Real County Total Migration-US and Foreign,89,165,3913,TX,Real County Total Migration-US and Foreign,113,229,5603
5235,TX,Real County Non-migrants,1184,2544,58578,TX,Real County Non-migrants,1184,2544,58578
5236,TX,Red River County Total Migration-US and Foreign,313,650,12492,TX,Red River County Total Migration-US and Foreign,318,680,13107
5237,TX,Red River County Non-migrants,4001,8521,189004,TX,Red River County Non-migrants,4001,8521,189004
5238,TX,Reeves County Total Migration-US and Foreign,271,563,29745,TX,Reeves County Total Migration-US and Foreign,380,895,18365
5239,TX,Reeves County Non-migrants,3713,8669,300243,TX,Reeves County Non-migrants,3713,8669,300243
5240,TX,Refugio County Total Migration-US and Foreign,215,456,9476,TX,Refugio County Total Migration-US and Foreign,166,360,7988
5241,TX,Refugio County Non-migrants,2348,5052,117758,TX,Refugio County Non-migrants,2348,5052,117758
5242,TX,Roberts County Total Migration-US and Foreign,29,74,2415,TX,Roberts County Total Migration-US and Foreign,-1,-1,-1
5243,TX,Roberts County Non-migrants,275,656,17228,TX,Roberts County Non-migrants,275,656,17228
5244,TX,Robertson County Total Migration-US and Foreign,481,1054,18738,TX,Robertson County Total Migration-US and Foreign,445,985,19288
5245,TX,Robertson County Non-migrants,5648,12667,288746,TX,Robertson County Non-migrants,5648,12667,288746
5246,TX,Rockwall County Total Migration-US and Foreign,3566,7505,264880,TX,Rockwall County Total Migration-US and Foreign,4519,10067,376133
5247,TX,Rockwall County Non-migrants,31246,77091,3703952,TX,Rockwall County Non-migrants,31246,77091,3703952
5248,TX,Runnels County Total Migration-US and Foreign,261,545,11514,TX,Runnels County Total Migration-US and Foreign,223,461,10975
5249,TX,Runnels County Non-migrants,3492,7622,186994,TX,Runnels County Non-migrants,3492,7622,186994
5250,TX,Rusk County Total Migration-US and Foreign,1234,2609,52676,TX,Rusk County Total Migration-US and Foreign,1326,3006,66724
5251,TX,Rusk County Non-migrants,15686,36464,936189,TX,Rusk County Non-migrants,15686,36464,936189
5252,TX,Sabine County Total Migration-US and Foreign,237,462,11268,TX,Sabine County Total Migration-US and Foreign,318,599,19903
5253,TX,Sabine County Non-migrants,3252,7010,180782,TX,Sabine County Non-migrants,3252,7010,180782
5254,TX,San Augustine County Total Migration-US and Foreign,175,347,6160,TX,San Augustine County Total Migration-US and Foreign,174,380,10122
5255,TX,San Augustine County Non-migrants,2507,5478,112322,TX,San Augustine County Non-migrants,2507,5478,112322
5256,TX,San Jacinto County Total Migration-US and Foreign,841,1794,38880,TX,San Jacinto County Total Migration-US and Foreign,899,2049,48439
5257,TX,San Jacinto County Non-migrants,7762,17261,437879,TX,San Jacinto County Non-migrants,7762,17261,437879
5258,TX,San Patricio County Total Migration-US and Foreign,2525,5342,122067,TX,San Patricio County Total Migration-US and Foreign,2228,4734,108487
5259,TX,San Patricio County Non-migrants,22691,51766,1356899,TX,San Patricio County Non-migrants,22691,51766,1356899
5260,TX,San Saba County Total Migration-US and Foreign,112,210,4640,TX,San Saba County Total Migration-US and Foreign,125,260,6532
5261,TX,San Saba County Non-migrants,1868,4132,96207,TX,San Saba County Non-migrants,1868,4132,96207
5262,TX,Schleicher County Total Migration-US and Foreign,76,156,3803,TX,Schleicher County Total Migration-US and Foreign,48,93,1893
5263,TX,Schleicher County Non-migrants,869,2053,51942,TX,Schleicher County Non-migrants,869,2053,51942
5264,TX,Scurry County Total Migration-US and Foreign,375,825,22837,TX,Scurry County Total Migration-US and Foreign,327,671,19159
5265,TX,Scurry County Non-migrants,5044,12205,356512,TX,Scurry County Non-migrants,5044,12205,356512
5266,TX,Shackelford County Total Migration-US and Foreign,96,227,3880,TX,Shackelford County Total Migration-US and Foreign,103,219,4643
5267,TX,Shackelford County Non-migrants,1060,2398,77663,TX,Shackelford County Non-migrants,1060,2398,77663
5268,TX,Shelby County Total Migration-US and Foreign,484,1056,21219,TX,Shelby County Total Migration-US and Foreign,444,945,16770
5269,TX,Shelby County Non-migrants,7877,18532,389969,TX,Shelby County Non-migrants,7877,18532,389969
5270,TX,Sherman County Total Migration-US and Foreign,50,124,2337,TX,Sherman County Total Migration-US and Foreign,57,157,3052
5271,TX,Sherman County Non-migrants,807,2133,48828,TX,Sherman County Non-migrants,807,2133,48828
5272,TX,Smith County Total Migration-US and Foreign,5513,10615,284065,TX,Smith County Total Migration-US and Foreign,5985,12081,330219
5273,TX,Smith County Non-migrants,76284,169790,5557527,TX,Smith County Non-migrants,76284,169790,5557527
5274,TX,Somervell County Total Migration-US and Foreign,265,563,11385,TX,Somervell County Total Migration-US and Foreign,291,639,19410
5275,TX,Somervell County Non-migrants,2846,6783,211425,TX,Somervell County Non-migrants,2846,6783,211425
5276,TX,Starr County Total Migration-US and Foreign,683,1571,26252,TX,Starr County Total Migration-US and Foreign,526,1223,18773
5277,TX,Starr County Non-migrants,20417,52812,740898,TX,Starr County Non-migrants,20417,52812,740898
5278,TX,Stephens County Total Migration-US and Foreign,158,305,6954,TX,Stephens County Total Migration-US and Foreign,167,370,8076
5279,TX,Stephens County Non-migrants,2759,6215,140533,TX,Stephens County Non-migrants,2759,6215,140533
5280,TX,Sterling County Total Migration-US and Foreign,38,80,1913,TX,Sterling County Total Migration-US and Foreign,28,63,1130
5281,TX,Sterling County Non-migrants,421,1034,35488,TX,Sterling County Non-migrants,421,1034,35488
5282,TX,Stonewall County Total Migration-US and Foreign,36,65,1324,TX,Stonewall County Total Migration-US and Foreign,27,61,1292
5283,TX,Stonewall County Non-migrants,458,1023,31881,TX,Stonewall County Non-migrants,458,1023,31881
